id,car_name,brand,car_model,model_year,transmission,body_type,fuel_type,engine_capacity,travels,price,accident,registration
528,Toyota Corolla New Shape 2005,Toyota,Corolla,2005,Automatic,Saloon,Octane,1500,79231,1085000,N,2024
529,Mitsubishi Galant 2005,Mitsubishi,Other Model,2005,Automatic,Saloon,CNG,2500,99000,550000,N,2024
530,Mitsubishi Galant 2005,Mitsubishi,Other Model,2005,Automatic,Saloon,Octane,2500,99000,550000,N,2024
531,Toyota Premio F 2005,Toyota,Premio,2005,Automatic,Saloon,CNG,1500,95000,1200000,N,2024
532,Toyota Premio F 2005,Toyota,Premio,2005,Automatic,Saloon,Octane,1500,95000,1200000,N,2024
533,Toyota Premio F G Edition 2005,Toyota,Premio,2005,Automatic,Saloon,CNG,1500,62365,1445000,N,2024
534,Toyota Premio F G Edition 2005,Toyota,Premio,2005,Automatic,Saloon,Octane,1500,62365,1445000,N,2024
535,Toyota Premio option auto 2005,Toyota,Premio,2005,Automatic,Saloon,CNG,1500,95000,1110000,N,2024
536,Toyota Premio option auto 2005,Toyota,Premio,2005,Automatic,Saloon,Octane,1500,95000,1110000,N,2024
537,Toyota Premio F 2005,Toyota,Premio,2005,Automatic,Saloon,CNG,1500,70000,1450000,N,2024
538,Toyota Premio F 2005,Toyota,Premio,2005,Automatic,Saloon,Octane,1500,70000,1450000,N,2024
539,Toyota Premio F 2005,Toyota,Premio,2005,Automatic,Saloon,CNG,1500,78000,1225000,N,2024
540,Toyota Premio F 2005,Toyota,Premio,2005,Automatic,Saloon,Octane,1500,78000,1225000,N,2024
541,Toyota Allion silver 2006,Toyota,Allion,2006,Automatic,Saloon,CNG,1500,71000,1250000,N,2024
542,Toyota Allion silver 2006,Toyota,Allion,2006,Automatic,Saloon,Octane,1500,71000,1250000,N,2024
543,Toyota Allion A 15 G Grade 2006,Toyota,Allion,2006,Automatic,Saloon,CNG,1500,69000,1195000,N,2024
544,Toyota Allion A 15 G Grade 2006,Toyota,Allion,2006,Automatic,Saloon,Octane,1500,69000,1195000,N,2024
545,Toyota Allion A 15 PKG. 2006,Toyota,Allion,2006,Automatic,Saloon,CNG,1500,90000,1265000,N,2024
546,Toyota Allion A 15 PKG. 2006,Toyota,Allion,2006,Automatic,Saloon,Octane,1500,90000,1265000,N,2024
547,Toyota Allion A15 2006,Toyota,Allion,2006,Automatic,Saloon,CNG,1500,71038,1365000,N,2024
548,Toyota Allion A15 2006,Toyota,Allion,2006,Automatic,Saloon,Octane,1500,71038,1365000,N,2024
549,Toyota Corolla G 2006,Toyota,Corolla,2006,Automatic,Saloon,CNG,1500,76000,1090000,N,2024
550,Toyota Corolla G 2006,Toyota,Corolla,2006,Automatic,Saloon,Octane,1500,76000,1090000,N,2024
551,Toyota Corolla saloon 2006,Toyota,Corolla,2006,Automatic,Saloon,CNG,1500,45000,1110000,N,2024
552,Toyota Corolla saloon 2006,Toyota,Corolla,2006,Automatic,Saloon,Octane,1500,45000,1110000,N,2024
553,Toyota Corolla G 2006,Toyota,Corolla,2006,Automatic,Saloon,CNG,1500,70000,1225000,N,2024
554,Toyota Corolla G 2006,Toyota,Corolla,2006,Automatic,Saloon,Octane,1500,70000,1225000,N,2024
555,Toyota Corolla X 2006,Toyota,Corolla,2006,Automatic,Saloon,CNG,1500,70305,1095000,N,2024
556,Toyota Corolla X 2006,Toyota,Corolla,2006,Automatic,Saloon,Octane,1500,70305,1095000,N,2024
557,Toyota ALLION 2006,Toyota,Other Model,2006,Automatic,Saloon,CNG,1500,68000,1420000,N,2024
558,Toyota ALLION 2006,Toyota,Other Model,2006,Automatic,Saloon,Octane,1500,68000,1420000,N,2024
559,Toyota Premio G Package 2006,Toyota,Premio,2006,Automatic,Saloon,CNG,1500,68000,1280000,N,2024
560,Toyota Premio G Package 2006,Toyota,Premio,2006,Automatic,Saloon,Octane,1500,68000,1280000,N,2024
561,Toyota Premio F 2006,Toyota,Premio,2006,Automatic,Saloon,CNG,1500,68573,1250000,N,2024
562,Toyota Premio F 2006,Toyota,Premio,2006,Automatic,Saloon,Octane,1500,68573,1250000,N,2024
563,Toyota Premio F 2006,Toyota,Premio,2006,Automatic,Saloon,CNG,1500,96000,1250000,N,2024
564,Toyota Premio F 2006,Toyota,Premio,2006,Automatic,Saloon,Octane,1500,96000,1250000,N,2024
565,Toyota Premio F_ PRIME SELECTION 2006,Toyota,Premio,2006,Automatic,Saloon,CNG,1500,82417,1395000,N,2024
566,Toyota Premio F_ PRIME SELECTION 2006,Toyota,Premio,2006,Automatic,Saloon,Octane,1500,82417,1395000,N,2024
567,Toyota Allion G Push Start 2007,Toyota,Allion,2007,Automatic,Saloon,CNG,1500,74000,1390000,N,2024
568,Toyota Allion G Push Start 2007,Toyota,Allion,2007,Automatic,Saloon,Octane,1500,74000,1390000,N,2024
569,Toyota Allion A15 2007,Toyota,Allion,2007,Automatic,Saloon,CNG,1500,65000,1370000,N,2024
570,Toyota Allion A15 2007,Toyota,Allion,2007,Automatic,Saloon,Octane,1500,65000,1370000,N,2024
571,Toyota Allion A15 2007,Toyota,Allion,2007,Automatic,Saloon,CNG,1500,76585,1355000,N,2024
572,Toyota Allion A15 2007,Toyota,Allion,2007,Automatic,Saloon,Octane,1500,76585,1355000,N,2024
573,Toyota Allion A15 Standard package 2007,Toyota,Allion,2007,Automatic,Saloon,CNG,1500,79832,1490000,N,2024
574,Toyota Allion A15 Standard package 2007,Toyota,Allion,2007,Automatic,Saloon,Octane,1500,79832,1490000,N,2024
575,Toyota Allion A15 White 2007,Toyota,Allion,2007,Automatic,Saloon,CNG,1500,77000,1375000,Y,2024
576,Toyota Allion A15 White 2007,Toyota,Allion,2007,Automatic,Saloon,Octane,1500,77000,1375000,Y,2024
577,Toyota Axio -X-ASH 2007,Toyota,Axio,2007,Automatic,Saloon,CNG,1500,66000,1065000,N,2024
578,Toyota Axio -X-ASH 2007,Toyota,Axio,2007,Automatic,Saloon,Octane,1500,66000,1065000,N,2024
579,Toyota Axio -X 2007,Toyota,Axio,2007,Automatic,Saloon,CNG,1500,75000,1065000,N,2024
580,Toyota Axio -X 2007,Toyota,Axio,2007,Automatic,Saloon,Octane,1500,75000,1065000,N,2024
581,Toyota Axio model 2007,Toyota,Axio,2007,Automatic,Saloon,CNG,1500,77275,1030000,Y,2024
582,Toyota Axio model 2007,Toyota,Axio,2007,Automatic,Saloon,Octane,1500,77275,1030000,Y,2024
583,Toyota Axio G (Push Start) 2007,Toyota,Axio,2007,Automatic,Saloon,CNG,1500,85000,1090000,N,2024
584,Toyota Axio G (Push Start) 2007,Toyota,Axio,2007,Automatic,Saloon,Octane,1500,85000,1090000,N,2024
585,Toyota Axio X 2007,Toyota,Axio,2007,Automatic,Saloon,CNG,1500,75000,1090000,N,2024
586,Toyota Axio X 2007,Toyota,Axio,2007,Automatic,Saloon,Octane,1500,75000,1090000,N,2024
587,Toyota Axio 2007,Toyota,Axio,2007,Automatic,Saloon,CNG,1500,76000,955000,N,2024
588,Toyota Axio 2007,Toyota,Axio,2007,Automatic,Saloon,Octane,1500,76000,955000,N,2024
589,Toyota Corolla 2002,Toyota,Corolla,2007,Automatic,Saloon,CNG,1500,90000,860000,Y,2024
590,Toyota Corolla 2002,Toyota,Corolla,2007,Automatic,Saloon,Octane,1500,90000,860000,Y,2024
591,Toyota Axio 2007,Toyota,Other Model,2007,Automatic,Saloon,CNG,1500,99000,1150000,N,2024
592,Toyota Axio 2007,Toyota,Other Model,2007,Automatic,Saloon,Octane,1500,99000,1150000,N,2024
593,Toyota Allion A15 - Push Start 2008,Toyota,Allion,2008,Automatic,Saloon,CNG,1500,65825,1540000,N,2024
594,Toyota Allion A15 - Push Start 2008,Toyota,Allion,2008,Automatic,Saloon,Octane,1500,65825,1540000,N,2024
595,Toyota Allion G PKG Push Start 2008,Toyota,Allion,2008,Automatic,Saloon,CNG,1500,65000,1550000,N,2024
596,Toyota Allion G PKG Push Start 2008,Toyota,Allion,2008,Automatic,Saloon,Octane,1500,65000,1550000,N,2024
597,Toyota Allion 2006,Toyota,Allion,2008,Automatic,Saloon,CNG,1500,78631,1210000,N,2024
598,Toyota Allion 2006,Toyota,Allion,2008,Automatic,Saloon,Octane,1500,78631,1210000,N,2024
599,Toyota Axio Fresh Condition 2008,Toyota,Axio,2008,Automatic,Saloon,CNG,1500,70000,1120000,N,2024
600,Toyota Axio Fresh Condition 2008,Toyota,Axio,2008,Automatic,Saloon,Octane,1500,70000,1120000,N,2024
601,Toyota Axio G super fresh push 2008,Toyota,Axio,2008,Automatic,Saloon,CNG,1500,54000,1095000,N,2024
602,Toyota Axio G super fresh push 2008,Toyota,Axio,2008,Automatic,Saloon,Octane,1500,54000,1095000,N,2024
603,Toyota Axio G Limited Edition 2008,Toyota,Axio,2008,Automatic,Saloon,CNG,1500,65000,1140000,N,2024
604,Toyota Axio G Limited Edition 2008,Toyota,Axio,2008,Automatic,Saloon,Octane,1500,65000,1140000,N,2024
605,Toyota Axio X 2008,Toyota,Axio,2008,Automatic,Saloon,CNG,1500,68352,1130000,N,2024
606,Toyota Axio X 2008,Toyota,Axio,2008,Automatic,Saloon,Octane,1500,68352,1130000,N,2024
607,Toyota Axio Push start 2008,Toyota,Axio,2008,Automatic,Saloon,CNG,1500,69536,1175000,N,2024
608,Toyota Axio Push start 2008,Toyota,Axio,2008,Automatic,Saloon,Octane,1500,69536,1175000,N,2024
609,Toyota Axio X 2008,Toyota,Axio,2008,Automatic,Saloon,CNG,1496,85000,1340000,N,2024
610,Toyota Axio X 2008,Toyota,Axio,2008,Automatic,Saloon,Octane,1496,85000,1340000,N,2024
611,Toyota Corolla 2003,Toyota,Corolla,2008,Automatic,Saloon,CNG,1500,49560,880000,N,2024
612,Toyota Corolla 2003,Toyota,Corolla,2008,Automatic,Saloon,Octane,1500,49560,880000,N,2024
613,Toyota Corolla 2005,Toyota,Corolla,2008,Automatic,Saloon,CNG,1500,150000,900000,N,2024
614,Toyota Corolla 2005,Toyota,Corolla,2008,Automatic,Saloon,Octane,1500,150000,900000,N,2024
615,Mitsubishi Lancer glx 2008,Mitsubishi,Lancer,2008,Automatic,Saloon,CNG,1300,100000,650000,N,2024
616,Mitsubishi Lancer glx 2008,Mitsubishi,Lancer,2008,Automatic,Saloon,Octane,1300,100000,650000,N,2024
617,Toyota Premio G superior 2008,Toyota,Premio,2008,Automatic,Saloon,CNG,1500,79000,1620000,N,2024
618,Toyota Premio G superior 2008,Toyota,Premio,2008,Automatic,Saloon,Octane,1500,79000,1620000,N,2024
619,Toyota Premio G superior 2008,Toyota,Premio,2008,Automatic,Saloon,CNG,1500,72000,1585000,N,2024
620,Toyota Premio G superior 2008,Toyota,Premio,2008,Automatic,Saloon,Octane,1500,72000,1585000,N,2024
621,Toyota Premio 2003,Toyota,Premio,2008,Automatic,Saloon,CNG,1500,86000,1025000,N,2024
622,Toyota Premio 2003,Toyota,Premio,2008,Automatic,Saloon,Octane,1500,86000,1025000,N,2024
623,Toyota Premio 2005,Toyota,Premio,2008,Automatic,Saloon,CNG,1500,110000,1195000,N,2024
624,Toyota Premio 2005,Toyota,Premio,2008,Automatic,Saloon,Octane,1500,110000,1195000,N,2024
625,Toyota Allion G PUSH HID 2009,Toyota,Allion,2009,Automatic,Saloon,CNG,1500,89600,1585000,N,2024
626,Toyota Allion G PUSH HID 2009,Toyota,Allion,2009,Automatic,Saloon,Octane,1500,89600,1585000,N,2024
627,Toyota Allion g edition 2009,Toyota,Allion,2009,Automatic,Saloon,CNG,1500,84000,1565000,N,2024
628,Toyota Allion g edition 2009,Toyota,Allion,2009,Automatic,Saloon,Octane,1500,84000,1565000,N,2024
629,Toyota Allion A15 2009,Toyota,Allion,2009,Automatic,Saloon,CNG,1500,54326,1656000,N,2024
630,Toyota Allion A15 2009,Toyota,Allion,2009,Automatic,Saloon,Octane,1500,54326,1656000,N,2024
631,Toyota Allion A15 G Grad Push 2009,Toyota,Allion,2009,Automatic,Saloon,CNG,1500,62000,1585000,N,2024
632,Toyota Allion A15 G Grad Push 2009,Toyota,Allion,2009,Automatic,Saloon,Octane,1500,62000,1585000,N,2024
633,Toyota Allion G-Edition 2009,Toyota,Allion,2009,Automatic,Saloon,CNG,1500,59280,1625000,N,2024
634,Toyota Allion G-Edition 2009,Toyota,Allion,2009,Automatic,Saloon,Octane,1500,59280,1625000,N,2024
635,Toyota Axio G Limited 2009,Toyota,Axio,2009,Automatic,Saloon,CNG,1500,58000,1210000,N,2024
636,Toyota Axio G Limited 2009,Toyota,Axio,2009,Automatic,Saloon,Octane,1500,58000,1210000,N,2024
637,Toyota Axio X 2009,Toyota,Axio,2009,Automatic,Saloon,CNG,1500,100000,1090000,N,2024
638,Toyota Axio X 2009,Toyota,Axio,2009,Automatic,Saloon,Octane,1500,100000,1090000,N,2024
639,Toyota Axio x 2009,Toyota,Axio,2009,Automatic,Saloon,CNG,1500,78000,1199000,N,2024
640,Toyota Axio x 2009,Toyota,Axio,2009,Automatic,Saloon,Octane,1500,78000,1199000,N,2024
641,Toyota Axio X 2009,Toyota,Axio,2009,Automatic,Saloon,CNG,1500,70000,1150000,N,2024
642,Toyota Axio X 2009,Toyota,Axio,2009,Automatic,Saloon,Octane,1500,70000,1150000,N,2024
643,Toyota Fielder 2004,Toyota,Fielder,2009,Automatic,Saloon,CNG,1500,69000,915000,N,2024
644,Toyota Fielder 2004,Toyota,Fielder,2009,Automatic,Saloon,Octane,1500,69000,915000,N,2024
645,Toyota Hiace 2005,Toyota,Hiace,2009,Automatic,Saloon,CNG,2000,81000,1225000,N,2024
646,Toyota Hiace 2005,Toyota,Hiace,2009,Automatic,Saloon,Octane,2000,81000,1225000,N,2024
647,Toyota Premio F- 2009,Toyota,Premio,2009,Automatic,Saloon,CNG,1500,65000,1695000,N,2024
648,Toyota Premio F- 2009,Toyota,Premio,2009,Automatic,Saloon,Octane,1500,65000,1695000,N,2024
649,Toyota Premio g superior 2009,Toyota,Premio,2009,Automatic,Saloon,CNG,1500,52342,1745000,N,2024
650,Toyota Premio g superior 2009,Toyota,Premio,2009,Automatic,Saloon,Octane,1500,52342,1745000,N,2024
651,Toyota Premio F Push 2009,Toyota,Premio,2009,Automatic,Saloon,CNG,1500,57849,1755000,N,2024
652,Toyota Premio F Push 2009,Toyota,Premio,2009,Automatic,Saloon,Octane,1500,57849,1755000,N,2024
653,Toyota Allion A-15 2010,Toyota,Allion,2010,Automatic,Saloon,CNG,1500,82000,1620000,N,2024
654,Toyota Allion A-15 2010,Toyota,Allion,2010,Automatic,Saloon,Octane,1500,82000,1620000,N,2024
655,Toyota Allion puhs start 2010,Toyota,Allion,2010,Automatic,Saloon,CNG,1500,86000,1730000,N,2024
656,Toyota Allion puhs start 2010,Toyota,Allion,2010,Automatic,Saloon,Octane,1500,86000,1730000,N,2024
657,Toyota Allion A 15 G+ 2010,Toyota,Allion,2010,Automatic,Saloon,CNG,1500,62700,1720000,N,2024
658,Toyota Allion A 15 G+ 2010,Toyota,Allion,2010,Automatic,Saloon,Octane,1500,62700,1720000,N,2024
659,Toyota Allion A 15 G+ 2010,Toyota,Allion,2010,Automatic,Saloon,CNG,1500,62300,1710000,N,2024
660,Toyota Allion A 15 G+ 2010,Toyota,Allion,2010,Automatic,Saloon,Octane,1500,62300,1710000,N,2024
661,Toyota Allion A 15 G+ 2010,Toyota,Allion,2010,Automatic,Saloon,CNG,1500,62300,1715000,N,2024
662,Toyota Allion A 15 G+ 2010,Toyota,Allion,2010,Automatic,Saloon,Octane,1500,62300,1715000,N,2024
663,Toyota Allion A15 G+ 2010,Toyota,Allion,2010,Automatic,Saloon,CNG,1500,55100,1750000,N,2024
664,Toyota Allion A15 G+ 2010,Toyota,Allion,2010,Automatic,Saloon,Octane,1500,55100,1750000,N,2024
665,Toyota Allion A15 G+ 2010,Toyota,Allion,2010,Automatic,Saloon,CNG,1500,55056,1745000,N,2024
666,Toyota Allion A15 G+ 2010,Toyota,Allion,2010,Automatic,Saloon,Octane,1500,55056,1745000,N,2024
667,Toyota Allion A15 G+ 2010,Toyota,Allion,2010,Automatic,Saloon,CNG,1500,55060,1745000,N,2024
668,Toyota Allion A15 G+ 2010,Toyota,Allion,2010,Automatic,Saloon,Octane,1500,55060,1745000,N,2024
669,Toyota Allion 2004,Toyota,Allion,2010,Automatic,Saloon,CNG,1500,82100,1120000,N,2024
670,Toyota Allion 2004,Toyota,Allion,2010,Automatic,Saloon,Octane,1500,82100,1120000,N,2024
671,Toyota Axio X Limited 2010,Toyota,Axio,2010,Automatic,Saloon,CNG,1500,75000,1180000,N,2024
672,Toyota Axio X Limited 2010,Toyota,Axio,2010,Automatic,Saloon,Octane,1500,75000,1180000,N,2024
673,Toyota Axio -X 2010,Toyota,Axio,2010,Automatic,Saloon,CNG,1500,75000,1125000,N,2024
674,Toyota Axio -X 2010,Toyota,Axio,2010,Automatic,Saloon,Octane,1500,75000,1125000,N,2024
675,Toyota Axio Fielder 2010,Toyota,Axio,2010,Automatic,Saloon,CNG,1500,88000,1200000,N,2024
676,Toyota Axio Fielder 2010,Toyota,Axio,2010,Automatic,Saloon,Octane,1500,88000,1200000,N,2024
677,Toyota Axio G Ltd 2010,Toyota,Axio,2010,Automatic,Saloon,CNG,1500,58000,1320000,N,2024
678,Toyota Axio G Ltd 2010,Toyota,Axio,2010,Automatic,Saloon,Octane,1500,58000,1320000,N,2024
679,Toyota Axio X 2010,Toyota,Axio,2010,Automatic,Saloon,CNG,1500,68945,1295000,N,2024
680,Toyota Axio X 2010,Toyota,Axio,2010,Automatic,Saloon,Octane,1500,68945,1295000,N,2024
681,Toyota Axio G Push Start 2010,Toyota,Axio,2010,Automatic,Saloon,CNG,1500,87428,1220000,N,2024
682,Toyota Axio G Push Start 2010,Toyota,Axio,2010,Automatic,Saloon,Octane,1500,87428,1220000,N,2024
683,Toyota Axio GOOD CAR G 2010,Toyota,Axio,2010,Automatic,Saloon,CNG,1500,58000,1290000,N,2024
684,Toyota Axio GOOD CAR G 2010,Toyota,Axio,2010,Automatic,Saloon,Octane,1500,58000,1290000,N,2024
685,Toyota Axio ???? ???? ??????? 2010,Toyota,Axio,2010,Automatic,Saloon,CNG,1500,58000,1295000,N,2024
686,Toyota Axio ???? ???? ??????? 2010,Toyota,Axio,2010,Automatic,Saloon,Octane,1500,58000,1295000,N,2024
687,Toyota Axio ?????? ????????? 2010,Toyota,Axio,2010,Automatic,Saloon,CNG,1500,58000,1295000,N,2024
688,Toyota Axio ?????? ????????? 2010,Toyota,Axio,2010,Automatic,Saloon,Octane,1500,58000,1295000,N,2024
689,Toyota Axio ???? ??? 2010,Toyota,Axio,2010,Automatic,Saloon,CNG,1500,58000,1295000,N,2024
690,Toyota Axio ???? ??? 2010,Toyota,Axio,2010,Automatic,Saloon,Octane,1500,58000,1295000,N,2024
691,Toyota Axio 2008,Toyota,Axio,2010,Automatic,Saloon,CNG,1500,89652,925000,N,2024
692,Toyota Axio 2008,Toyota,Axio,2010,Automatic,Saloon,Octane,1500,89652,925000,N,2024
693,Toyota Premio EX 2010,Toyota,Premio,2010,Automatic,Saloon,CNG,1500,53000,1870000,N,2024
694,Toyota Premio EX 2010,Toyota,Premio,2010,Automatic,Saloon,Octane,1500,53000,1870000,N,2024
695,Toyota Axio HID LTD 2011,Toyota,Axio,2011,Automatic,Saloon,CNG,1500,75200,1215000,N,2024
696,Toyota Axio HID LTD 2011,Toyota,Axio,2011,Automatic,Saloon,Octane,1500,75200,1215000,N,2024
697,Toyota Axio -X-SILVER 2011,Toyota,Axio,2011,Automatic,Saloon,CNG,1500,65000,1265000,N,2024
698,Toyota Axio -X-SILVER 2011,Toyota,Axio,2011,Automatic,Saloon,Octane,1500,65000,1265000,N,2024
699,Toyota Axio x 2011,Toyota,Axio,2011,Automatic,Saloon,CNG,1500,113014,1255000,N,2024
700,Toyota Axio x 2011,Toyota,Axio,2011,Automatic,Saloon,Octane,1500,113014,1255000,N,2024
701,Toyota Corolla 2005,Toyota,Corolla,2011,Automatic,Saloon,CNG,1500,86000,1025000,N,2024
702,Toyota Corolla 2005,Toyota,Corolla,2011,Automatic,Saloon,Octane,1500,86000,1025000,N,2024
703,Toyota Premio G Superior 2011,Toyota,Premio,2011,Automatic,Saloon,CNG,1500,47800,1885000,N,2024
704,Toyota Premio G Superior 2011,Toyota,Premio,2011,Automatic,Saloon,Octane,1500,47800,1885000,N,2024
705,Toyota Premio G Superior 2011,Toyota,Premio,2011,Automatic,Saloon,CNG,1500,47900,1890000,N,2024
706,Toyota Premio G Superior 2011,Toyota,Premio,2011,Automatic,Saloon,Octane,1500,47900,1890000,N,2024
707,Toyota Premio fl push 2011,Toyota,Premio,2011,Automatic,Saloon,CNG,1500,75000,1920000,N,2024
708,Toyota Premio fl push 2011,Toyota,Premio,2011,Automatic,Saloon,Octane,1500,75000,1920000,N,2024
709,Toyota Premio G Suprior 2011,Toyota,Premio,2011,Automatic,Saloon,CNG,1500,46230,1875000,N,2024
710,Toyota Premio G Suprior 2011,Toyota,Premio,2011,Automatic,Saloon,Octane,1500,46230,1875000,N,2024
711,Toyota Premio CNG&Octane 2011,Toyota,Premio,2011,Automatic,Saloon,CNG,1500,62000,1920000,N,2024
712,Toyota Premio CNG&Octane 2011,Toyota,Premio,2011,Automatic,Saloon,Octane,1500,62000,1920000,N,2024
713,Toyota Premio G Superior 2011,Toyota,Premio,2011,Automatic,Saloon,CNG,1500,55000,1785000,N,2024
714,Toyota Premio G Superior 2011,Toyota,Premio,2011,Automatic,Saloon,Octane,1500,55000,1785000,N,2024
715,Toyota Premio package G Superior 2011,Toyota,Premio,2011,Automatic,Saloon,CNG,1500,62000,1950000,N,2024
716,Toyota Premio package G Superior 2011,Toyota,Premio,2011,Automatic,Saloon,Octane,1500,62000,1950000,N,2024
717,Toyota Probox 2004,Toyota,Probox,2011,Automatic,Saloon,CNG,1500,100000,590000,N,2024
718,Toyota Probox 2004,Toyota,Probox,2011,Automatic,Saloon,Octane,1500,100000,590000,N,2024
719,Toyota Allion A15 G- Push Start 2012,Toyota,Allion,2012,Automatic,Saloon,CNG,1500,62343,1750000,N,2024
720,Toyota Allion A15 G- Push Start 2012,Toyota,Allion,2012,Automatic,Saloon,Octane,1500,62343,1750000,N,2024
721,Toyota Allion A.15 2012,Toyota,Allion,2012,Automatic,Saloon,CNG,1500,59000,1780000,N,2024
722,Toyota Allion A.15 2012,Toyota,Allion,2012,Automatic,Saloon,Octane,1500,59000,1780000,N,2024
723,Toyota Axio G 2012,Toyota,Axio,2012,Automatic,Saloon,CNG,1500,98000,1330000,N,2024
724,Toyota Axio G 2012,Toyota,Axio,2012,Automatic,Saloon,Octane,1500,98000,1330000,N,2024
725,Toyota Premio F EX. package 2012,Toyota,Premio,2012,Automatic,Saloon,CNG,1500,45360,2130000,N,2024
726,Toyota Premio F EX. package 2012,Toyota,Premio,2012,Automatic,Saloon,Octane,1500,45360,2130000,N,2024
727,Toyota Premio latest 2012,Toyota,Premio,2012,Automatic,Saloon,CNG,1500,62000,2085000,N,2024
728,Toyota Premio latest 2012,Toyota,Premio,2012,Automatic,Saloon,Octane,1500,62000,2085000,N,2024
729,Toyota Premio G - Superior 2012,Toyota,Premio,2012,Automatic,Saloon,CNG,1500,57300,2050000,N,2024
730,Toyota Premio G - Superior 2012,Toyota,Premio,2012,Automatic,Saloon,Octane,1500,57300,2050000,N,2024
731,Toyota Premio G-Package 2012,Toyota,Premio,2012,Automatic,Saloon,CNG,1500,77865,2020000,N,2024
732,Toyota Premio G-Package 2012,Toyota,Premio,2012,Automatic,Saloon,Octane,1500,77865,2020000,N,2024
733,Toyota Premio FL-HID LIMITED. 2012,Toyota,Premio,2012,Automatic,Saloon,CNG,1500,90440,2025000,N,2024
734,Toyota Premio FL-HID LIMITED. 2012,Toyota,Premio,2012,Automatic,Saloon,Octane,1500,90440,2025000,N,2024
735,Toyota Premio FL-HID Ltd. Pearl 2012,Toyota,Premio,2012,Automatic,Saloon,CNG,1500,72421,2050000,N,2024
736,Toyota Premio FL-HID Ltd. Pearl 2012,Toyota,Premio,2012,Automatic,Saloon,Octane,1500,72421,2050000,N,2024
737,Toyota Premio 2005,Toyota,Premio,2012,Automatic,Saloon,CNG,1500,75000,1240000,N,2024
738,Toyota Premio 2005,Toyota,Premio,2012,Automatic,Saloon,Octane,1500,75000,1240000,N,2024
739,Toyota Premio 2008,Toyota,Premio,2012,Automatic,Saloon,CNG,1500,78952,1780000,N,2024
740,Toyota Premio 2008,Toyota,Premio,2012,Automatic,Saloon,Octane,1500,78952,1780000,N,2024
741,Toyota Allion 2007,Toyota,Allion,2013,Automatic,Saloon,CNG,1500,96000,1315000,N,2024
742,Toyota Allion 2007,Toyota,Allion,2013,Automatic,Saloon,Octane,1500,96000,1315000,N,2024
743,Toyota Allion 2009,Toyota,Allion,2013,Automatic,Saloon,CNG,1800,78542,1590000,N,2024
744,Toyota Allion 2009,Toyota,Allion,2013,Automatic,Saloon,Octane,1800,78542,1590000,N,2024
745,Toyota Axio G NEW SHAPE KOK 2013,Toyota,Axio,2013,Automatic,Saloon,CNG,1500,45300,1445000,N,2024
746,Toyota Axio G NEW SHAPE KOK 2013,Toyota,Axio,2013,Automatic,Saloon,Octane,1500,45300,1445000,N,2024
747,Toyota Axio X 2013,Toyota,Axio,2013,Automatic,Saloon,CNG,1500,62554,1565000,N,2024
748,Toyota Axio X 2013,Toyota,Axio,2013,Automatic,Saloon,Octane,1500,62554,1565000,N,2024
749,Toyota Axio X 2013,Toyota,Axio,2013,Automatic,Saloon,CNG,1500,65308,1455000,N,2024
750,Toyota Axio X 2013,Toyota,Axio,2013,Automatic,Saloon,Octane,1500,65308,1455000,N,2024
751,Toyota Premio G Superior 2013,Toyota,Premio,2013,Automatic,Saloon,CNG,1500,73000,1940000,N,2024
752,Toyota Premio G Superior 2013,Toyota,Premio,2013,Automatic,Saloon,Octane,1500,73000,1940000,N,2024
753,Toyota Premio F EX G Suprior 2013,Toyota,Premio,2013,Automatic,Saloon,CNG,1500,43200,2150000,N,2024
754,Toyota Premio F EX G Suprior 2013,Toyota,Premio,2013,Automatic,Saloon,Octane,1500,43200,2150000,N,2024
755,Toyota Premio F Ex Pkg 2013,Toyota,Premio,2013,Automatic,Saloon,CNG,1500,42500,2145000,N,2024
756,Toyota Premio F Ex Pkg 2013,Toyota,Premio,2013,Automatic,Saloon,Octane,1500,42500,2145000,N,2024
757,Toyota Premio F Ex Pkg 2013,Toyota,Premio,2013,Automatic,Saloon,CNG,1500,42500,2155000,N,2024
758,Toyota Premio F Ex Pkg 2013,Toyota,Premio,2013,Automatic,Saloon,Octane,1500,42500,2155000,N,2024
759,Toyota Premio F EX G Suprior 2013,Toyota,Premio,2013,Automatic,Saloon,CNG,1500,43080,2145000,N,2024
760,Toyota Premio F EX G Suprior 2013,Toyota,Premio,2013,Automatic,Saloon,Octane,1500,43080,2145000,N,2024
761,Toyota Premio 2008,Toyota,Premio,2013,Automatic,Saloon,CNG,1500,63000,1640000,N,2024
762,Toyota Premio 2008,Toyota,Premio,2013,Automatic,Saloon,Octane,1500,63000,1640000,N,2024
763,Toyota Allion Allion-G- Push start 2014,Toyota,Allion,2014,Automatic,Saloon,CNG,1500,62000,2140000,N,2024
764,Toyota Allion Allion-G- Push start 2014,Toyota,Allion,2014,Automatic,Saloon,Octane,1500,62000,2140000,N,2024
765,Toyota Allion G push loan 2014,Toyota,Allion,2014,Automatic,Saloon,CNG,1500,61500,1290000,N,2024
766,Toyota Allion G push loan 2014,Toyota,Allion,2014,Automatic,Saloon,Octane,1500,61500,1290000,N,2024
767,Toyota Allion 2009,Toyota,Allion,2014,Automatic,Saloon,CNG,1500,78000,1550000,N,2024
